source	name	smiles	can_smi	can_taut	can_taut_strip_stereo	InChI	InChIKey	Molecular_Weight	Molecular_Formula	CanonicalTautomer	NumberOfTautomers
Schrodinger cationic salt	# Elements	[Pr+3]	[Pr+3]	[Pr+3]	[Pr+3]	InChI=1S/Pr/q+3	WCWKKSOQLQEJTE-UHFFFAOYSA-N	140.90764	Pr		
Schrodinger cationic salt	# Elements	[Nd+3]	[Nd+3]	[Nd+3]	[Nd+3]	InChI=1S/Nd/q+3	UYIXUPGBIXNDHN-UHFFFAOYSA-N	144.24	Nd		
Schrodinger cationic salt	# Elements	[Nd+3]	[Nd+3]	[Nd+3]	[Nd+3]	InChI=1S/Nd/q+3	UYIXUPGBIXNDHN-UHFFFAOYSA-N	144.24	Nd		
Schrodinger cationic salt	# Elements	[Sm+2]	[Sm+2]	[Sm+2]	[Sm+2]	InChI=1S/Sm/q+2	XWOQSMOSNCMPSH-UHFFFAOYSA-N	150.36	Sm		
Schrodinger cationic salt	# Elements	[Sm+2]	[Sm+2]	[Sm+2]	[Sm+2]	InChI=1S/Sm/q+2	XWOQSMOSNCMPSH-UHFFFAOYSA-N	150.36	Sm		
Schrodinger cationic salt	# Elements	[Eu+3]	[Eu+3]	[Eu+3]	[Eu+3]	InChI=1S/Eu/q+3	LNBHUCHAFZUEGJ-UHFFFAOYSA-N	151.964	Eu		
Schrodinger cationic salt	# Elements	[Eu+3]	[Eu+3]	[Eu+3]	[Eu+3]	InChI=1S/Eu/q+3	LNBHUCHAFZUEGJ-UHFFFAOYSA-N	151.964	Eu		
Schrodinger cationic salt	# Elements	[Gd+3]	[Gd+3]	[Gd+3]	[Gd+3]	InChI=1S/Gd/q+3	RJOJUSXNYCILHH-UHFFFAOYSA-N	157.25	Gd		
Schrodinger cationic salt	# Elements	[Gd+3]	[Gd+3]	[Gd+3]	[Gd+3]	InChI=1S/Gd/q+3	RJOJUSXNYCILHH-UHFFFAOYSA-N	157.25	Gd		
Schrodinger cationic salt	# Elements	[Tb+3]	[Tb+3]	[Tb+3]	[Tb+3]	InChI=1S/Tb/q+3	HKCRVXUAKWXBLE-UHFFFAOYSA-N	158.92534	Tb		
Schrodinger cationic salt	# Elements	[Tb+3]	[Tb+3]	[Tb+3]	[Tb+3]	InChI=1S/Tb/q+3	HKCRVXUAKWXBLE-UHFFFAOYSA-N	158.92534	Tb		
Schrodinger cationic salt	# Elements	[Dy+3]	[Dy+3]	[Dy+3]	[Dy+3]	InChI=1S/Dy/q+3	IOIFRTZBJMZZFO-UHFFFAOYSA-N	162.5	Dy		
Schrodinger cationic salt	# Elements	[Dy+3]	[Dy+3]	[Dy+3]	[Dy+3]	InChI=1S/Dy/q+3	IOIFRTZBJMZZFO-UHFFFAOYSA-N	162.5	Dy		
Schrodinger cationic salt	# Elements	[Ho+3]	[Ho+3]	[Ho+3]	[Ho+3]	InChI=1S/Ho/q+3	SCKNFLZJSOHWIV-UHFFFAOYSA-N	164.93032	Ho		
Schrodinger cationic salt	# Elements	[Ho+3]	[Ho+3]	[Ho+3]	[Ho+3]	InChI=1S/Ho/q+3	SCKNFLZJSOHWIV-UHFFFAOYSA-N	164.93032	Ho		
Schrodinger cationic salt	# Elements	[Er+3]	[Er+3]	[Er+3]	[Er+3]	InChI=1S/Er/q+3	JHFPQYFEJICGKC-UHFFFAOYSA-N	167.25899	Er		
Schrodinger cationic salt	# Elements	[Er+3]	[Er+3]	[Er+3]	[Er+3]	InChI=1S/Er/q+3	JHFPQYFEJICGKC-UHFFFAOYSA-N	167.25899	Er		
Schrodinger cationic salt	# Elements	[Tm+2]	[Tm+2]	[Tm+2]	[Tm+2]	InChI=1S/Tm/q+2	LWPVBEOVBNFVKK-UHFFFAOYSA-N	168.93421	Tm		
Schrodinger cationic salt	# Elements	[Tm+2]	[Tm+2]	[Tm+2]	[Tm+2]	InChI=1S/Tm/q+2	LWPVBEOVBNFVKK-UHFFFAOYSA-N	168.93421	Tm		
Schrodinger cationic salt	# Elements	[Yb+2]	[Yb+2]	[Yb+2]	[Yb+2]	InChI=1S/Yb/q+2	SVJLBBSKJLMTRQ-UHFFFAOYSA-N	173.04	Yb		
Schrodinger cationic salt	# Elements	[Lu+3]	[Lu+3]	[Lu+3]	[Lu+3]	InChI=1S/Lu/q+3	PSDMOPINLDTFSZ-UHFFFAOYSA-N	174.967	Lu		
Schrodinger cationic salt	# Elements	[Lu+3]	[Lu+3]	[Lu+3]	[Lu+3]	InChI=1S/Lu/q+3	PSDMOPINLDTFSZ-UHFFFAOYSA-N	174.967	Lu		
Schrodinger cationic salt	# Elements	[Ta+5]	[Ta+5]	[Ta+5]	[Ta+5]	InChI=1S/Ta/q+5	WTKKCYNZRWIVKL-UHFFFAOYSA-N	180.9479	Ta		
Schrodinger cationic salt	# Elements	[W+2]	[W+2]	[W+2]	[W+2]	InChI=1S/W/q+2	VGZTZCZELRYWKV-UHFFFAOYSA-N	183.84	W		
Schrodinger cationic salt	# Elements	[Ir+2]	[Ir+2]	[Ir+2]	[Ir+2]	InChI=1S/Ir/q+2	VYVIOMJSKUGJLV-UHFFFAOYSA-N	192.217	Ir		
Schrodinger cationic salt	# Elements	[PtH4+2]	[PtH4+2]	[PtH4+2]	[PtH4+2]	InChI=1S/Pt.4H/q+2;;;;	CTVGTSPRGZTIIR-UHFFFAOYSA-N	199.10976	H4Pt		
Schrodinger cationic salt	# Elements	[PtH2+2]	[PtH2+2]	[PtH2+2]	[PtH2+2]	InChI=1S/Pt.2H/q+2;;	NCXOZKOCBLQDGM-UHFFFAOYSA-N	197.09388	H2Pt		
Schrodinger cationic salt	# Elements	[Au+]	[Au+]	[Au+]	[Au+]	InChI=1S/Au/q+1	ZBKIUFWVEIBQRT-UHFFFAOYSA-N	196.96655	Au		
Schrodinger cationic salt	# Elements	[Hg+]	[Hg+]	[Hg+]	[Hg+]	InChI=1S/Hg/q+1	SHZVCTRRRIRFOC-UHFFFAOYSA-N	200.59	Hg		
Schrodinger cationic salt	# Elements	[HgH2+]	[HgH2+]	[HgH2+]	[HgH2+]	InChI=1S/Hg.2H/q+1;;	KPXNOYVKMOWSKI-UHFFFAOYSA-N	202.60588	H2Hg		
Schrodinger cationic salt	# Elements	[HgH+]	[HgH+]	[HgH+]	[HgH+]	InChI=1S/Hg.H/q+1;	GVVBJBFGCVPQNR-UHFFFAOYSA-N	201.59794	HHg		
Schrodinger cationic salt	# Elements	[Tl+]	[Tl+]	[Tl+]	[Tl+]	InChI=1S/Tl/q+1	ZLUSCZLCHQSJRU-UHFFFAOYSA-N	204.3833	Tl		
Schrodinger cationic salt	# Elements	[Tl+]	[Tl+]	[Tl+]	[Tl+]	InChI=1S/Tl/q+1	ZLUSCZLCHQSJRU-UHFFFAOYSA-N	204.3833	Tl		
Schrodinger cationic salt	# Elements	[PbH4+2]	[PbH4+2]	[PbH4+2]	[PbH4+2]	InChI=1S/Pb.4H/q+2;;;;	VLNIWAQPJCFBHW-UHFFFAOYSA-N	211.23175	H4Pb		
Schrodinger cationic salt	# Elements	[PbH2+2]	[PbH2+2]	[PbH2+2]	[PbH2+2]	InChI=1S/Pb.2H/q+2;;	OYCCSFQDPPQQSI-UHFFFAOYSA-N	209.21588	H2Pb		
Schrodinger cationic salt	# Elements	[Bi+3]	[Bi+3]	[Bi+3]	[Bi+3]	InChI=1S/Bi/q+3	JDIBGQFKXXXXPN-UHFFFAOYSA-N	208.98038	Bi		
Schrodinger cationic salt	# Elements	[BiH3+3]	[BiH3+3]	[BiH3+3]	[BiH3+3]	InChI=1S/Bi.3H/q+3;;;	LWQUTARCZJOKBM-UHFFFAOYSA-N	212.0042	BiH3		
Schrodinger cationic salt	# N-ethylpiperidine*	N1(CCCCC1)CC	CCN1CCCCC1	CCN1CCCCC1	CCN1CCCCC1	InChI=1S/C7H15N/c1-2-8-6-4-3-5-7-8/h2-7H2,1H3	HTLZVHNRZJPSMI-UHFFFAOYSA-N	113.20069	C7H15N		
Schrodinger cationic salt	# Lysine	O=C(C(CCCCN)N)O	NCCCCC(N)C(=O)O	NCCCCC(N)C(=O)O	NCCCCC(N)C(=O)O	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)	KDXKERNSBIXSRK-UHFFFAOYSA-N	146.18755	C6H14N2O2		
Schrodinger cationic salt	# TEA	CC[N+](CC)(CC)CC	CC[N+](CC)(CC)CC	CC[N+](CC)(CC)CC	CC[N+](CC)(CC)CC	InChI=1S/C8H20N/c1-5-9(6-2,7-3)8-4/h5-8H2,1-4H3/q+1	CBXCPBUEXACCNR-UHFFFAOYSA-N	130.25109	C8H20N		
Schrodinger solvent	# Acetone	CC(C)=O	CC(=O)C	CC(=O)C	CC(=O)C	InChI=1S/C3H6O/c1-3(2)4/h1-2H3	CSCPPACGZOOCGX-UHFFFAOYSA-N	58.07914	C3H6O	Yes	3
Schrodinger solvent	# Acetonitrile*	N#CC	CC#N	CC#N	CC#N	InChI=1S/C2H3N/c1-2-3/h1H3	WEVYAHXRMPXWCK-UHFFFAOYSA-N	41.05192	C2H3N		
Schrodinger solvent	# Aniline	[NH3+]c1ccccc1	[NH3+]c1ccccc1	[NH3+]c1ccccc1	[NH3+]c1ccccc1	InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2/p+1	PAYRUJLWNCNPSJ-UHFFFAOYSA-O	94.13442	C6H8N		
Schrodinger solvent	# Benzene	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H	UHOVQNZJYSORNB-UHFFFAOYSA-N	78.11184	C6H6		
Schrodinger solvent	# 1-butanol*	OCCCC	CCCCO	CCCCO	CCCCO	InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3	LRHPLDYGYMQRHN-UHFFFAOYSA-N	74.1216	C4H10O		
Schrodinger solvent	# 2-butanol*	OC(CC)C	CCC(C)O	CCC(C)O	CCC(C)O	InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3	BTANRVKWQNVYAZ-UHFFFAOYSA-N	74.1216	C4H10O		
Schrodinger solvent	# 2-butanone*	O=C(CC)C	CCC(=O)C	CCC(=O)C	CCC(=O)C	InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3	ZWEHNKRNPOVVGH-UHFFFAOYSA-N	72.10571	C4H8O	Yes	3
Schrodinger solvent	# t-butyl alcohol*	OC(C)(C)C	CC(C)(C)O	CC(C)(C)O	CC(C)(C)O	InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3	DKGAVHZHDRPRBM-UHFFFAOYSA-N	74.1216	C4H10O		
Schrodinger solvent	# Benzonitrile	N#Cc1ccccc1	N#Cc1ccccc1	N#Cc1ccccc1	N#Cc1ccccc1	InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H	JFDZBHWFFUWGJE-UHFFFAOYSA-N	103.1213	C7H5N		
Schrodinger solvent	# 1,4-Butanediol	OCCCCO	OCCCCO	OCCCCO	OCCCCO	InChI=1S/C4H10O2/c5-3-1-2-4-6/h5-6H,1-4H2	WERYXYBDKMZEQL-UHFFFAOYSA-N	90.121	C4H10O2		
Schrodinger solvent	# Carbon tetrachloride*	ClC(Cl)(Cl)Cl	ClC(Cl)(Cl)Cl	ClC(Cl)(Cl)Cl	ClC(Cl)(Cl)Cl	InChI=1S/CCl4/c2-1(3,4)5	VZGDMQKNWNREIO-UHFFFAOYSA-N	153.8227	CCl4		
Schrodinger solvent	# Chlorobenzene*	Clc1ccccc1	Clc1ccccc1	Clc1ccccc1	Clc1ccccc1	InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H	MVPPADPHJFYWMZ-UHFFFAOYSA-N	112.5569	C6H5Cl		
Schrodinger solvent	# Chloroform*	ClC(Cl)Cl	ClC(Cl)Cl	ClC(Cl)Cl	ClC(Cl)Cl	InChI=1S/CHCl3/c2-1(3)4/h1H	HEDRZPFGACZZDS-UHFFFAOYSA-N	119.37764	CHCl3		
Schrodinger solvent	# Cyclohexane	C1CCCCC1	C1CCCCC1	C1CCCCC1	C1CCCCC1	InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2	XDTMQSROBMDMFD-UHFFFAOYSA-N	84.15947	C6H12		
Schrodinger solvent	# 1,2-dichloroethane*	ClCCCl	ClCCCl	ClCCCl	ClCCCl	InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2	WSLDOOZREJYCGB-UHFFFAOYSA-N	98.95916	C2H4Cl2		
Schrodinger solvent	# Cyclohexylamine	NC1CCCCC1	NC1CCCCC1	NC1CCCCC1	NC1CCCCC1	InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2	PAFZNILMFXTMIY-UHFFFAOYSA-N	99.17412	C6H13N		
Schrodinger solvent	# Cyclohexylamine	[NH3+]C1CCCCC1	[NH3+]C1CCCCC1	[NH3+]C1CCCCC1	[NH3+]C1CCCCC1	InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2/p+1	PAFZNILMFXTMIY-UHFFFAOYSA-O	100.18206	C6H14N		
Schrodinger solvent	# Dimethylacetamide	CC(N(C)C)=O	CN(C)C(=O)C	CN(C)C(=O)C	CN(C)C(=O)C	InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3	FXHOOIRPVKKKFG-UHFFFAOYSA-N	87.12036	C4H9NO	Yes	2
Schrodinger solvent	# Dimethylformamide	O=CN(C)C	CN(C)C=O	CN(C)C=O	CN(C)C=O	InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3	ZMXDDKWLCZADIW-UHFFFAOYSA-N	73.09377	C3H7NO		
Schrodinger solvent	# Diethylether	CCOCC	CCOCC	CCOCC	CCOCC	InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3	RTZKZFJDLAIYFH-UHFFFAOYSA-N	74.1216	C4H10O		
Schrodinger solvent	# Diglyme*	COCCOCCOC	COCCOCCOC	COCCOCCOC	COCCOCCOC	InChI=1S/C6H14O3/c1-7-3-5-9-6-4-8-2/h3-6H2,1-2H3	SBZXBUIDTXKZTM-UHFFFAOYSA-N	134.17356	C6H14O3		
Schrodinger solvent	# DME*	COCCOC	COCCOC	COCCOC	COCCOC	InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3	XTHFKEDIFFGKHM-UHFFFAOYSA-N	90.121	C4H10O2		
Schrodinger solvent	# Dimethylether*	O(C)C	COC	COC	COC	InChI=1S/C2H6O/c1-3-2/h1-2H3	LCGLNKUTAGEVQW-UHFFFAOYSA-N	46.06844	C2H6O		
Schrodinger solvent	# DMF*	O=CN(C)C	CN(C)C=O	CN(C)C=O	CN(C)C=O	InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3	ZMXDDKWLCZADIW-UHFFFAOYSA-N	73.09377	C3H7NO		
Schrodinger solvent	# 1,4-Dioxane	C1OCCOC1	C1COCCO1	C1COCCO1	C1COCCO1	InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2	RYHBNJHYFVUHQT-UHFFFAOYSA-N	88.10512	C4H8O2		
Schrodinger solvent	# DMSO	CS(C)=O	CS(=O)C	CS(=O)C	CS(=O)C	InChI=1S/C2H6OS/c1-4(2)3/h1-2H3	IAZDPXIOMUYVGZ-UHFFFAOYSA-N	78.13344	C2H6OS		
Schrodinger solvent	# Ethanol	OCC	CCO	CCO	CCO	InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3	LFQSCWFLJHTTHZ-UHFFFAOYSA-N	46.06844	C2H6O		
Schrodinger solvent	# Ethylene glycol*	OCCO	OCCO	OCCO	OCCO	InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2	LYCAIKOWRPUZTN-UHFFFAOYSA-N	62.06784	C2H6O2		
Schrodinger solvent	# Glycerin*	OCC(CO)O	OCC(O)CO	OCC(O)CO	OCC(O)CO	InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2	PEDCQBHIVMGVHV-UHFFFAOYSA-N	92.09381	C3H8O3		
Schrodinger solvent	# Heptane	CCCCCCC	CCCCCCC	CCCCCCC	CCCCCCC	InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3	IMNFDUFMRHMDMM-UHFFFAOYSA-N	100.20194	C7H16		
Schrodinger solvent	# HMPA*	O=P(N(C)C)(N(C)C)N(C)C	CN(C)P(=O)(N(C)C)N(C)C	CN(C)P(=O)(N(C)C)N(C)C	CN(C)P(=O)(N(C)C)N(C)C	InChI=1S/C6H18N3OP/c1-7(2)11(10,8(3)4)9(5)6/h1-6H3	GNOIPBMMFNIUFM-UHFFFAOYSA-N	179.20038	C6H18N3OP		
Schrodinger solvent	# HMPT*	N(C)(C)P(N(C)C)N(C)C	CN(C)P(N(C)C)N(C)C	CN(C)P(N(C)C)N(C)C	CN(C)P(N(C)C)N(C)C	InChI=1S/C6H18N3P/c1-7(2)10(8(3)4)9(5)6/h1-6H3	XVDBWWRIXBMVJV-UHFFFAOYSA-N	163.20098	C6H18N3P		
Schrodinger solvent	# Hexane*	CCCCCC	CCCCCC	CCCCCC	CCCCCC	InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3	VLKZOEOYAKHREP-UHFFFAOYSA-N	86.17536	C6H14		
Schrodinger solvent	# MEA	NCCO	NCCO	NCCO	NCCO	InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2	HZAXFHJVJLSVMW-UHFFFAOYSA-N	61.08308	C2H7NO		
Schrodinger solvent	# MEA	[NH3+]CCO	[NH3+]CCO	[NH3+]CCO	[NH3+]CCO	InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2/p+1	HZAXFHJVJLSVMW-UHFFFAOYSA-O	62.09102	C2H8NO		
Schrodinger solvent	# Methanol	CO	CO	CO	CO	InChI=1S/CH4O/c1-2/h2H,1H3	OKKJLVBELUTLKV-UHFFFAOYSA-N	32.04186	CH4O		
Schrodinger solvent	# Methylene Chloride*	ClCCl	ClCCl	ClCCl	ClCCl	InChI=1S/CH2Cl2/c2-1-3/h1H2	YMWUJEATGCHHMB-UHFFFAOYSA-N	84.93258	CH2Cl2		
Schrodinger solvent	# N-Methylmorpholine	CN1CCOCC1	CN1CCOCC1	CN1CCOCC1	CN1CCOCC1	InChI=1S/C5H11NO/c1-6-2-4-7-5-3-6/h2-5H2,1H3	SJRJJKPEHAURKC-UHFFFAOYSA-N	101.14694	C5H11NO		
Schrodinger solvent	# N-Methylmorpholine	C[NH+]1CCOCC1	C[NH+]1CCOCC1	C[NH+]1CCOCC1	C[NH+]1CCOCC1	InChI=1S/C5H11NO/c1-6-2-4-7-5-3-6/h2-5H2,1H3/p+1	SJRJJKPEHAURKC-UHFFFAOYSA-O	102.15488	C5H12NO		
Schrodinger solvent	# Morpholine	C1NCCOC1	C1COCCN1	C1COCCN1	C1COCCN1	InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2	YNAVUWVOSKDBBP-UHFFFAOYSA-N	87.12036	C4H9NO		
Schrodinger solvent	# Morpholine	C1[NH2+]CCOC1	C1COCC[NH2+]1	C1COCC[NH2+]1	C1COCC[NH2+]1	InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2/p+1	YNAVUWVOSKDBBP-UHFFFAOYSA-O	88.1283	C4H10NO		
Schrodinger solvent	# MTBE*	O(C)C(C)(C)C	COC(C)(C)C	COC(C)(C)C	COC(C)(C)C	InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3	BZLVMXJERCGZMT-UHFFFAOYSA-N	88.14818	C5H12O		
Schrodinger solvent	# Nitromethane*	[O-][N+](C)=O	C[N+](=O)[O-]	C[N+](=O)[O-]	C[N+](=O)[O-]	InChI=1S/CH3NO2/c1-2(3)4/h1H3	LYGJENNIWJXYER-UHFFFAOYSA-N	61.04002	CH3NO2		
Schrodinger solvent	# NMP*	O=C1CCCN1C	CN1CCCC1=O	CN1CCCC1=O	CN1CCCC1=O	InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3	SECXISVLQFMRJM-UHFFFAOYSA-N	99.13106	C5H9NO	Yes	2
Schrodinger solvent	# Pentane*	CCCCC	CCCCC	CCCCC	CCCCC	InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3	OFBQJSOFQDEBGM-UHFFFAOYSA-N	72.14878	C5H12		
Schrodinger solvent	# 4-Picoline	Cc1ccncc1	Cc1ccncc1	Cc1ccncc1	Cc1ccncc1	InChI=1S/C6H7N/c1-6-2-4-7-5-3-6/h2-5H,1H3	FKNQCJSGGFJEIZ-UHFFFAOYSA-N	93.12648	C6H7N		
Schrodinger solvent	# Piperazine	C1NCCNC1	C1CNCCN1	C1CNCCN1	C1CNCCN1	InChI=1S/C4H10N2/c1-2-6-4-3-5-1/h5-6H,1-4H2	GLUUGHFHXGJENI-UHFFFAOYSA-N	86.1356	C4H10N2		
Schrodinger solvent	# Piperidine	C1CC[NH2+]CC1	C1CC[NH2+]CC1	C1CC[NH2+]CC1	C1CC[NH2+]CC1	InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2/p+1	NQRYJNQNLNOLGT-UHFFFAOYSA-O	86.15548	C5H12N		
Schrodinger solvent	# Piperidine	C1CCNCC1	C1CCNCC1	C1CCNCC1	C1CCNCC1	InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2	NQRYJNQNLNOLGT-UHFFFAOYSA-N	85.14754	C5H11N		
Schrodinger solvent	# 1,3-Propanediol	OCCCO	OCCCO	OCCCO	OCCCO	InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2	YPFDHNVEDLHUCE-UHFFFAOYSA-N	76.09442	C3H8O2		
Schrodinger solvent	# 1-Propanol	CCCO	CCCO	CCCO	CCCO	InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3	BDERNNFJNOPAEC-UHFFFAOYSA-N	60.09502	C3H8O		
Schrodinger solvent	# 2-Propanol	CC(O)C	CC(C)O	CC(C)O	CC(C)O	InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3	KFZMGEQAYNKOFK-UHFFFAOYSA-N	60.09502	C3H8O		
Schrodinger solvent	# Pyridine	c1cc[nH+]cc1	c1cc[nH+]cc1	c1cc[nH+]cc1	c1cc[nH+]cc1	InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H/p+1	JUJWROOIHBZHMG-UHFFFAOYSA-O	80.10784	C5H6N		
Schrodinger solvent	# Pyridine	c1ccncc1	c1ccncc1	c1ccncc1	c1ccncc1	InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H	JUJWROOIHBZHMG-UHFFFAOYSA-N	79.0999	C5H5N		
Schrodinger solvent	# THF	C1COCC1	C1CCOC1	C1CCOC1	C1CCOC1	InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2	WYURNTSHIVDZCO-UHFFFAOYSA-N	72.10572	C4H8O		
Schrodinger solvent	# Toluene	Cc1ccccc1	Cc1ccccc1	Cc1ccccc1	Cc1ccccc1	InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3	YXFVVABEGXRONW-UHFFFAOYSA-N	92.13842	C7H8		
Schrodinger solvent	# Triethylamine	CCN(CC)CC	CCN(CC)CC	CCN(CC)CC	CCN(CC)CC	InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3	ZMANZCXQSJIPKH-UHFFFAOYSA-N	101.19	C6H15N		
Schrodinger solvent	# Triethylamine	CC[NH+](CC)CC	CC[NH+](CC)CC	CC[NH+](CC)CC	CC[NH+](CC)CC	InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3/p+1	ZMANZCXQSJIPKH-UHFFFAOYSA-O	102.19794	C6H16N		
Schrodinger solvent	# Water	O	O	O	O	InChI=1S/H2O/h1H2	XLYOFNOQVPJJNP-UHFFFAOYSA-N	18.01528	H2O		
Schrodinger solvent	# Water	[OH-]	[OH-]	[OH-]	[OH-]	InChI=1S/H2O/h1H2/p-1	XLYOFNOQVPJJNP-UHFFFAOYSA-M	17.00734	HO		
Schrodinger solvent	# Xylene (ortho)	Cc1ccccc1C	Cc1ccccc1C	Cc1ccccc1C	Cc1ccccc1C	InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3	CTQNGGLPUBDAKN-UHFFFAOYSA-N	106.165	C8H10		
Schrodinger solvent	# Xylene (meta)	Cc1cccc(C)c1	Cc1cccc(C)c1	Cc1cccc(C)c1	Cc1cccc(C)c1	InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3	IVSZLXZYQVIEFR-UHFFFAOYSA-N	106.165	C8H10		
Schrodinger solvent	# Xylene (para)	Cc1ccc(C)cc1	Cc1ccc(C)cc1	Cc1ccc(C)cc1	Cc1ccc(C)cc1	InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3	URLKBWYHVLBVBO-UHFFFAOYSA-N	106.165	C8H10		
